budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
7000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 236, ""name"": ""suicide""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8039, ""name"": ""campus""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12105, ""name"": ""student""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207819, ""name"": ""accident""}]",en,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",2.627232,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Eagle Beach Productions"", ""id"": 8014}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-16,7292175,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tim's getting a future... whether he likes it or not!,Outside Providence,5.6,30,1999,outside_providence,5.6,74,37,37,50,6.2,24,15,9,62,3.2,1355,60
80000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 990, ""name"": ""squirrel""}, {""id"": 1240, ""name"": ""eating and drinking""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 2105, ""name"": ""garden""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 2847, ""name"": ""entrapment""}, {""id"": 2922, ""name"": ""suburbian idyll""}, {""id"": 3700, ""name"": ""garbage""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 7125, ""name"": ""hiding in a garbage container""}, {""id"": 7948, ""name"": ""skunk""}, {""id"": 7949, ""name"": ""racoon""}, {""id"": 18165, ""name"": ""animal""}]",en,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",36.32705,"[{""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-22,343397247,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074,2006,over_the_hedge,6.8,163,121,42,74,6.3,34,22,12,64,3.6,155694,73
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 6015, ""name"": ""mining""}, {""id"": 162726, ""name"": ""prospector""}]",en,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",7.902536,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Alan Jay Lerner Productions"", ""id"": 12049}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-10-15,31678778,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Stake Your Claim To The Musical Goldmine of '69!,Paint Your Wagon,6.2,63,1969,paint_your_wagon,4.7,13,3,10,23,0,1,0,1,0,3.4,1851,66
48000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1437, ""name"": ""burglar""}, {""id"": 2321, ""name"": ""bunker""}, {""id"": 3305, ""name"": ""housebreaking""}, {""id"": 8430, ""name"": ""safe""}, {""id"": 10594, ""name"": ""money""}]",en,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,"[{""name"": ""Hofflund/Polone"", ""id"": 1685}, {""name"": ""Indelible Productions"", ""id"": 7795}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-29,196397415,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Panic Room,6.5,1267,2002,panic_room,6.9,178,136,42,76,6.6,34,24,10,70,3,19615,61
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10183, ""name"": ""independent film""}]",en,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,9.149089,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-03,16605763,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,One good shot deserves another.,Paparazzi,5.8,52,2004,paparazzi,3.4,77,14,63,18,2.8,14,0,14,0,2.8,2849,43
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 90, ""name"": ""paris""}, {""id"": 558, ""name"": ""city portrait""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1900, ""name"": ""immigration""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 5159, ""name"": ""tourist""}, {""id"": 187056, ""name"": ""woman director""}]",fr,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",10.573191,"[{""name"": ""Filmazure"", ""id"": 1031}, {""name"": ""Pirol Stiftung"", ""id"": 1032}, {""name"": ""Victoires International"", ""id"": 1033}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2006-05-16,4857367,120,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,207,2006,paris_je_taime,7,109,93,16,85,7,29,24,5,82,3.8,48639,83
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1822, ""name"": ""bath""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2441, ""name"": ""donut""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 4328, ""name"": ""costume""}, {""id"": 4958, ""name"": ""injection""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10200, ""name"": ""man man relationship""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14964, ""name"": ""drug""}]",en,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",4.129165,"[{""name"": ""ContentFilm"", ""id"": 1420}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-05,742898,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,'Til death do they party...,Party Monster,5.9,58,2003,party_monster,4.4,75,20,55,26,4,28,5,23,17,3.5,6775,77
4638783,"[{""id"": 37, ""name"": ""Western""}]","[{""id"": 798, ""name"": ""sheriff""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5672, ""name"": ""billy the kid""}, {""id"": 6144, ""name"": ""lawlessness""}, {""id"": 10176, ""name"": ""gun battle""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10688, ""name"": ""breast""}, {""id"": 163180, ""name"": ""old friends""}, {""id"": 170314, ""name"": ""flogging""}, {""id"": 218009, ""name"": ""man slaps a woman""}, {""id"": 221091, ""name"": ""pat garrett""}, {""id"": 226499, ""name"": ""manhunt""}]",en,An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,4.495256,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-05-23,11e6,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,7.2,65,1973,pat_garrett_and_billy_the_kid,7.2,17,14,3,82,0,3,1,2,33,3.8,2126,82
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 428, ""name"": ""nurse""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 173339, ""name"": ""laughter""}]",en,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",35.537397,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bungalow 78 Productions"", ""id"": 369}, {""name"": ""Blue Wolf"", ""id"": 10230}, {""name"": ""Farrell/Minoff"", ""id"": 10231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-25,202292902,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laughter is contagious,Patch Adams,7,832,1998,patch_adams,4,55,13,42,23,3.8,16,4,12,25,3.3,20869,77
45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 441, ""name"": ""assassination""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 14552, ""name"": ""ira""}, {""id"": 155723, ""name"": ""jack ryan""}]",en,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",19.637704,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-06-04,178051587,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not for honor. Not for country. For his wife and child.,Patriot Games,6.3,433,1992,patriot_games,6,28,21,7,75,3.8,5,0,5,0,3.4,13313,70
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 1402, ""name"": ""general""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4299, ""name"": ""normandy""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9156, ""name"": ""d-day""}, {""id"": 11110, ""name"": ""dead soldier""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 213798, ""name"": ""allies""}]",en,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",21.933822,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-01-25,898e5,172,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Rebel Warrior,Patton,7.3,323,1970,patton,8.2,36,35,1,97,8.3,6,5,1,83,4,8522,93
26000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 41180, ""name"": ""security guard""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",31.250383,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Hey Eddie"", ""id"": 46222}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-15,183293131,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Safety Never Takes A Holiday.,Paul Blart: Mall Cop,5.2,788,2009,paul_blart_mall_cop,4.6,106,37,69,34,4.5,25,8,17,32,3.2,234394,50
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 161868, ""name"": ""child's point of view""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 170365, ""name"": ""good deed""}, {""id"": 170375, ""name"": ""exotic dancer""}, {""id"": 170378, ""name"": ""schoolteacher""}, {""id"": 170380, ""name"": ""extra credit assignment""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170389, ""name"": ""junior high school""}, {""id"": 170390, ""name"": ""burn injury""}, {""id"": 187056, ""name"": ""woman director""}]",en,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",24.313684,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-12,55707411,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When someone does you a big favor, don't pay it back... Pay It Forward",Pay It Forward,7,432,2000,pay_it_forward,5,125,49,76,39,4.5,35,13,22,37,3.5,22458,82
90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15009, ""name"": ""criminal""}]",en,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",17.457947,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-02-05,161626121,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No More Mr. Nice Guy.,Payback,6.7,548,1999,1087648-payback,5.8,70,36,34,51,5,19,8,11,42,3.2,12940,67
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 530, ""name"": ""prophecy""}, {""id"": 5721, ""name"": ""engineer""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 33626, ""name"": ""millionaire""}]",en,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",29.018826,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Solomon/Hackett Productions"", ""id"": 22536}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-25,96269812,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Remember the future.,Paycheck,5.9,581,2003,paycheck,4.7,151,42,109,27,4.5,31,4,27,12,2.9,19654,52
