title,genre,vote_average,rtAllCriticsRating
Sweet Home Alabama,Romance,6,5.2
Sweet November,Drama,6.4,3.5
Sweet November,Romance,6.4,3.5
Swept Away,Comedy,4.8,2.8
Swept Away,Romance,4.8,2.8
Swimfan,Drama,5,3.9
Swimfan,Thriller,5,3.9
Swimming Pool,Thriller,6.4,7.1
Swimming Pool,Crime,6.4,7.1
Swing Vote,Drama,5.8,5.1
Swing Vote,Comedy,5.8,5.1
Swingers,Comedy,6.8,7.7
Swingers,Romance,6.8,7.7
Switchback,Action,5.8,4.8
Switchback,Adventure,5.8,4.8
Switchback,Mystery,5.8,4.8
Switchback,Thriller,5.8,4.8
Swordfish,Action,6.1,4.3
Swordfish,Crime,6.1,4.3
Swordfish,Thriller,6.1,4.3
Sydney White,Comedy,6,5
Syriana,Drama,6.3,6.9
Syriana,Thriller,6.3,6.9
Tadpole,Comedy,5.5,6.7
Tadpole,Drama,5.5,6.7
Tadpole,Romance,5.5,6.7
Take the Lead,Music,6.6,5.4
Taken,Action,7.2,5.8
Taken,Thriller,7.2,5.8
Tales from the Hood,Crime,5.4,4.3
Tales from the Hood,Horror,5.4,4.3
Tales from the Hood,Thriller,5.4,4.3
Talk Radio,Drama,6.7,6.7
Talladega Nights: The Ballad of Ricky Bobby,Comedy,6.2,6.5
Tango & Cash,Action,6.1,4.3
Tango & Cash,Adventure,6.1,4.3
Tango & Cash,Comedy,6.1,4.3
Tank Girl,Action,5.5,4.9
Tank Girl,Comedy,5.5,4.9
Tank Girl,Fantasy,5.5,4.9
Tank Girl,Science Fiction,5.5,4.9
Tarnation,Documentary,7.5,7.6
Tarnation,Drama,7.5,7.6
Taxi Driver,Crime,8,8.7
Taxi Driver,Drama,8,8.7
Taxi to the Dark Side,Documentary,6.6,8.3
Tea with Mussolini,Comedy,5.8,6.4
Tea with Mussolini,Drama,5.8,6.4
Tea with Mussolini,War,5.8,6.4
Team America: World Police,Music,6.6,6.9
Team America: World Police,Adventure,6.6,6.9
Team America: World Police,Animation,6.6,6.9
Team America: World Police,Action,6.6,6.9
Team America: World Police,Comedy,6.6,6.9
Tears of the Sun,Action,6.4,5
Tears of the Sun,Drama,6.4,5
Tears of the Sun,War,6.4,5
Teenage Mutant Ninja Turtles,Science Fiction,5.8,4.9
Teenage Mutant Ninja Turtles,Action,5.8,4.9
Teenage Mutant Ninja Turtles,Adventure,5.8,4.9
Teenage Mutant Ninja Turtles,Fantasy,5.8,4.9
Teenage Mutant Ninja Turtles,Comedy,5.8,4.9
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,5.8,4.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Adventure,5.8,4.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action,5.8,4.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Comedy,5.8,4.6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Family,5.8,4.6
Teenage Mutant Ninja Turtles III,Action,5.1,3.8
Teenage Mutant Ninja Turtles III,Adventure,5.1,3.8
Teenage Mutant Ninja Turtles III,Comedy,5.1,3.8
Teenage Mutant Ninja Turtles III,Family,5.1,3.8
Teenage Mutant Ninja Turtles III,Fantasy,5.1,3.8
Teenage Mutant Ninja Turtles III,Science Fiction,5.1,3.8
Terminator 2: Judgment Day,Action,7.7,8.4
Terminator 2: Judgment Day,Thriller,7.7,8.4
Terminator 2: Judgment Day,Science Fiction,7.7,8.4
Terminator 3: Rise of the Machines,Action,5.9,6.6
Terminator 3: Rise of the Machines,Thriller,5.9,6.6
Terminator 3: Rise of the Machines,Science Fiction,5.9,6.6
Terminator Salvation,Action,5.9,5
Terminator Salvation,Science Fiction,5.9,5
Terminator Salvation,Thriller,5.9,5
Thank You for Smoking,Comedy,7.1,7.3
Thank You for Smoking,Drama,7.1,7.3
The 13th Warrior,Adventure,6.4,4.6
The 13th Warrior,Fantasy,6.4,4.6
The 13th Warrior,Action,6.4,4.6
The 40 Year Old Virgin,Comedy,6.2,7.2
The 40 Year Old Virgin,Romance,6.2,7.2
The 51st State,Thriller,5.9,4.3
The 51st State,Action,5.9,4.3
The 51st State,Comedy,5.9,4.3
The 51st State,Crime,5.9,4.3
The 6th Day,Science Fiction,5.7,5.2
The Abyss,Adventure,7.1,7.2
The Abyss,Action,7.1,7.2
The Abyss,Thriller,7.1,7.2
The Abyss,Science Fiction,7.1,7.2
The Addams Family,Horror,6.7,5.6
The Addams Family,Comedy,6.7,5.6
The Addams Family,Fantasy,6.7,5.6
The Adventures of Ford Fairlane,Action,6.2,3.5
The Adventures of Ford Fairlane,Comedy,6.2,3.5
The Adventures of Ford Fairlane,Thriller,6.2,3.5
The Adventures of Ford Fairlane,Crime,6.2,3.5
The Adventures of Ford Fairlane,Mystery,6.2,3.5
The Adventures of Pluto Nash,Action,4.4,2.7
The Adventures of Pluto Nash,Comedy,4.4,2.7
The Adventures of Pluto Nash,Science Fiction,4.4,2.7
The Adventures of Rocky & Bullwinkle,Action,3.9,4.8
The Adventures of Rocky & Bullwinkle,Adventure,3.9,4.8
The Adventures of Rocky & Bullwinkle,Animation,3.9,4.8
The Adventures of Rocky & Bullwinkle,Comedy,3.9,4.8
The Adventures of Rocky & Bullwinkle,Family,3.9,4.8
The American President,Comedy,6.5,7
The American President,Drama,6.5,7
The American President,Romance,6.5,7
The Amityville Horror,Horror,6,4.2
The Amityville Horror,Thriller,6,4.2
The Amityville Horror,Drama,6,4.2
The Ant Bully,Fantasy,5.5,6.2
The Ant Bully,Adventure,5.5,6.2
The Ant Bully,Animation,5.5,6.2
The Ant Bully,Comedy,5.5,6.2
The Ant Bully,Family,5.5,6.2
The Apartment,Comedy,8.1,8.3
The Apartment,Drama,8.1,8.3
The Apartment,Romance,8.1,8.3
The Art of War,Crime,5.6,3.9
The Art of War,Action,5.6,3.9
The Art of War,Adventure,5.6,3.9
The Assassination of Jesse James by the Coward Robert Ford,Action,7,7.1
The Assassination of Jesse James by the Coward Robert Ford,Drama,7,7.1
The Assassination of Jesse James by the Coward Robert Ford,Western,7,7.1
The Astronaut Farmer,Adventure,6.2,6
The Astronaut Farmer,Comedy,6.2,6
The Astronaut Farmer,Drama,6.2,6
The Astronaut Farmer,Science Fiction,6.2,6
The Astronaut's Wife,Drama,5.4,4.2
The Astronaut's Wife,Science Fiction,5.4,4.2
The Astronaut's Wife,Thriller,5.4,4.2
The Aviator,Drama,7,7.8
The Bad News Bears,Comedy,6.9,7.4
The Bad News Bears,Family,6.9,7.4
The Ballad of Cable Hogue,Action,6.9,7
The Ballad of Cable Hogue,Comedy,6.9,7
The Ballad of Cable Hogue,Western,6.9,7
The Ballad of Jack and Rose,Drama,6.5,5.7
The Bank Job,Thriller,6.6,6.7
The Bank Job,Crime,6.6,6.7
The Bank Job,Drama,6.6,6.7
The Beach,Drama,6.3,4.4
The Beach,Adventure,6.3,4.4
The Beach,Romance,6.3,4.4
The Beach,Thriller,6.3,4.4
"The Beast from 20,000 Fathoms",Adventure,6.7,6.8
"The Beast from 20,000 Fathoms",Horror,6.7,6.8
"The Beast from 20,000 Fathoms",Science Fiction,6.7,6.8
The Best Little Whorehouse in Texas,Comedy,5.9,5.1
The Best Years of Our Lives,Drama,7.6,8.6
The Best Years of Our Lives,History,7.6,8.6
The Best Years of Our Lives,Romance,7.6,8.6
The Big Bounce,Comedy,5,4
The Big Bounce,Crime,5,4
The Big Hit,Action,6.1,5.1
The Big Hit,Adventure,6.1,5.1
The Big Hit,Comedy,6.1,5.1
The Big Hit,Thriller,6.1,5.1
The Big Lebowski,Comedy,7.8,7.1
The Big Lebowski,Crime,7.8,7.1
The Birth of a Nation,Drama,6.5,8
The Black Dahlia,Drama,5.7,4.8
The Black Hole,Adventure,6.1,5.1
The Black Hole,Family,6.1,5.1
The Black Hole,Science Fiction,6.1,5.1
The Black Hole,Action,6.1,5.1
The Black Stallion,Adventure,7,7.7
The Black Stallion,Family,7,7.7
The Blair Witch Project,Horror,6.3,7.5
The Blair Witch Project,Mystery,6.3,7.5
The Blue Lagoon,Romance,5.8,2.7
The Blue Lagoon,Adventure,5.8,2.7
The Blue Lagoon,Drama,5.8,2.7
The Blues Brothers,Music,7.5,6.9
The Blues Brothers,Comedy,7.5,6.9
The Blues Brothers,Action,7.5,6.9
The Blues Brothers,Crime,7.5,6.9
The Bodyguard,Thriller,6.1,4.8
The Bodyguard,Action,6.1,4.8
The Bodyguard,Drama,6.1,4.8
The Bodyguard,Music,6.1,4.8
The Bodyguard,Romance,6.1,4.8
The Bone Collector,Drama,6.5,4.7
The Bone Collector,Mystery,6.5,4.7
The Bone Collector,Thriller,6.5,4.7
The Bone Collector,Crime,6.5,4.7
The Book of Life,Romance,7.3,7.5
The Book of Life,Animation,7.3,7.5
The Book of Life,Adventure,7.3,7.5
The Book of Life,Comedy,7.3,7.5
The Book of Life,Family,7.3,7.5
The Book of Life,Fantasy,7.3,7.5
The Boondock Saints,Action,7.2,4
The Boondock Saints,Thriller,7.2,4
The Boondock Saints,Crime,7.2,4
The Bounty,Action,6.5,6.2
The Bounty,Drama,6.5,6.2
The Bounty,History,6.5,6.2
The Bourne Identity,Action,7.3,7
The Bourne Identity,Drama,7.3,7
The Bourne Identity,Mystery,7.3,7
The Bourne Identity,Thriller,7.3,7
The Bourne Supremacy,Action,7.2,7.2
The Bourne Supremacy,Drama,7.2,7.2
The Bourne Supremacy,Thriller,7.2,7.2
The Bourne Ultimatum,Action,7.3,7.9
The Bourne Ultimatum,Drama,7.3,7.9
The Bourne Ultimatum,Mystery,7.3,7.9
The Bourne Ultimatum,Thriller,7.3,7.9
The Boy in the Striped Pyjamas,War,7.7,6.2
The Boy in the Striped Pyjamas,Drama,7.7,6.2
The Break-Up,Romance,5.6,5
The Break-Up,Comedy,5.6,5
The Bridge on the River Kwai,Drama,7.7,8.8
The Bridge on the River Kwai,History,7.7,8.8
The Bridge on the River Kwai,War,7.7,8.8
The Bridges of Madison County,Drama,7.3,7.2
The Bridges of Madison County,Romance,7.3,7.2
The Broadway Melody,Drama,5,5.4
The Broadway Melody,Music,5,5.4
The Broadway Melody,Romance,5,5.4
The Broken Hearts Club: A Romantic Comedy,Comedy,6.3,6
The Broken Hearts Club: A Romantic Comedy,Drama,6.3,6
The Broken Hearts Club: A Romantic Comedy,Romance,6.3,6
The Brothers Grimm,Adventure,5.6,5.1
The Brothers Grimm,Fantasy,5.6,5.1
The Brothers Grimm,Action,5.6,5.1
The Brothers Grimm,Comedy,5.6,5.1
The Brothers Grimm,Thriller,5.6,5.1
The Bucket List,Drama,7,5.1
The Bucket List,Comedy,7,5.1
The Butterfly Effect,Science Fiction,7.3,4.8
The Butterfly Effect,Thriller,7.3,4.8
The Cable Guy,Comedy,5.7,5.4
The Cable Guy,Drama,5.7,5.4
The Cable Guy,Thriller,5.7,5.4
The Cave,Action,5.1,3.5
The Cave,Adventure,5.1,3.5
The Cave,Horror,5.1,3.5
The Cave,Thriller,5.1,3.5
The Cell,Horror,6,5.3
The Cell,Science Fiction,6,5.3
The Cell,Thriller,6,5.3
The Chronicles of Narnia: Prince Caspian,Adventure,6.3,6.3
The Chronicles of Narnia: Prince Caspian,Family,6.3,6.3
The Chronicles of Narnia: Prince Caspian,Fantasy,6.3,6.3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,6.7,6.9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Family,6.7,6.9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Fantasy,6.7,6.9
The Chronicles of Riddick,Action,6.3,4.6
The Chronicles of Riddick,Science Fiction,6.3,4.6
The Client,Drama,6.4,6.1
The Client,Thriller,6.4,6.1
The Client,Crime,6.4,6.1
The Client,Mystery,6.4,6.1
The Color of Money,Drama,6.7,7.3
The Color Purple,Drama,7.7,6.7
The Constant Gardener,Drama,6.8,7.6
The Constant Gardener,Mystery,6.8,7.6
The Constant Gardener,Thriller,6.8,7.6
The Conversation,Crime,7.5,8.6
The Conversation,Drama,7.5,8.6
The Conversation,Mystery,7.5,8.6
The Cookout,Comedy,4.6,2.8
The Cookout,Drama,4.6,2.8
The Core,Action,5.4,5.3
The Core,Thriller,5.4,5.3
The Core,Adventure,5.4,5.3
The Core,Science Fiction,5.4,5.3
The Corruptor,Action,6,5.3
The Corruptor,Crime,6,5.3
The Corruptor,Mystery,6,5.3
The Corruptor,Thriller,6,5.3
The Cotton Club,Music,6.6,6.3
The Cotton Club,Drama,6.6,6.3
The Cotton Club,Crime,6.6,6.3
The Cotton Club,Romance,6.6,6.3
The Count of Monte Cristo,Action,7.3,6.6
The Count of Monte Cristo,Adventure,7.3,6.6
The Count of Monte Cristo,Drama,7.3,6.6
The Count of Monte Cristo,Thriller,7.3,6.6
The Covenant,Action,5.2,2.7
The Covenant,Adventure,5.2,2.7
The Covenant,Fantasy,5.2,2.7
The Covenant,Horror,5.2,2.7
The Covenant,Science Fiction,5.2,2.7
The Covenant,Thriller,5.2,2.7
The Craft,Drama,6.3,5.4
The Craft,Fantasy,6.3,5.4
The Craft,Horror,6.3,5.4
The Craft,Thriller,6.3,5.4
The Crow,Fantasy,7.3,7
The Crow,Action,7.3,7
The Crow,Thriller,7.3,7
The Crying Game,Romance,6.9,8.5
The Crying Game,Crime,6.9,8.5
The Crying Game,Drama,6.9,8.5
The Crying Game,Thriller,6.9,8.5
The Curious Case of Benjamin Button,Fantasy,7.3,7.1
The Curious Case of Benjamin Button,Drama,7.3,7.1
The Curious Case of Benjamin Button,Thriller,7.3,7.1
The Curious Case of Benjamin Button,Mystery,7.3,7.1
The Curious Case of Benjamin Button,Romance,7.3,7.1
The Da Vinci Code,Thriller,6.5,4.8
The Da Vinci Code,Mystery,6.5,4.8
The Dark Knight,Drama,8.2,8.4
The Dark Knight,Action,8.2,8.4
The Dark Knight,Crime,8.2,8.4
The Dark Knight,Thriller,8.2,8.4
The Day After Tomorrow,Action,6.2,5.3
The Day After Tomorrow,Adventure,6.2,5.3
The Day After Tomorrow,Science Fiction,6.2,5.3
The Day After Tomorrow,Thriller,6.2,5.3
The Day the Earth Stood Still,Drama,5.2,8
The Day the Earth Stood Still,Science Fiction,5.2,8
The Day the Earth Stood Still,Thriller,5.2,8
The Deep End of the Ocean,Drama,5.9,5.8
The Deep End of the Ocean,Mystery,5.9,5.8
The Deer Hunter,Drama,7.8,8.3
The Deer Hunter,War,7.8,8.3
The Departed,Drama,7.9,8.2
The Departed,Thriller,7.9,8.2
The Departed,Crime,7.9,8.2
The Devil Wears Prada,Comedy,7,6.6
The Devil Wears Prada,Drama,7,6.6
The Devil Wears Prada,Romance,7,6.6
The Devil's Advocate,Drama,7.2,6.2
The Devil's Advocate,Horror,7.2,6.2
The Devil's Advocate,Mystery,7.2,6.2
The Devil's Advocate,Thriller,7.2,6.2
The Devil's Own,Crime,5.9,5.3
The Devil's Own,Thriller,5.9,5.3
The Devil's Own,Drama,5.9,5.3
The Doors,Drama,6.7,5.8
The Doors,Music,6.7,5.8
The Dukes of Hazzard,Action,5.1,3.6
The Dukes of Hazzard,Adventure,5.1,3.6
The Dukes of Hazzard,Comedy,5.1,3.6
The Elephant Man,Drama,7.9,8.2
The Elephant Man,History,7.9,8.2
The Emperor's New Groove,Adventure,7.2,7
The Emperor's New Groove,Animation,7.2,7
The Emperor's New Groove,Comedy,7.2,7
The Emperor's New Groove,Family,7.2,7
The Emperor's New Groove,Fantasy,7.2,7
The End of the Affair,Drama,6.6,6.6
The English Patient,Drama,7,7.7
The English Patient,Romance,7,7.7
The English Patient,War,7,7.7
The Evil Dead,Horror,7.3,8.1
The Exorcism of Emily Rose,Crime,6.3,4.9
The Exorcism of Emily Rose,Drama,6.3,4.9
The Exorcism of Emily Rose,Horror,6.3,4.9
The Exorcism of Emily Rose,Thriller,6.3,4.9
The Exorcist,Drama,7.5,7.7
The Exorcist,Horror,7.5,7.7
The Exorcist,Thriller,7.5,7.7
The Express,Drama,7.1,6.2
The Eye,Drama,5.5,4.3
The Eye,Horror,5.5,4.3
The Eye,Thriller,5.5,4.3
The Faculty,Horror,6.2,5.6
The Faculty,Mystery,6.2,5.6
The Faculty,Science Fiction,6.2,5.6
The Fan,Drama,5.7,4.8
The Fan,Mystery,5.7,4.8
The Fan,Thriller,5.7,4.8
The Fast and the Furious,Action,6.6,5.4
The Fast and the Furious,Crime,6.6,5.4
The Fast and the Furious,Thriller,6.6,5.4
The Fast and the Furious: Tokyo Drift,Action,6.1,4.7
The Fast and the Furious: Tokyo Drift,Crime,6.1,4.7
The Fast and the Furious: Tokyo Drift,Drama,6.1,4.7
The Fast and the Furious: Tokyo Drift,Thriller,6.1,4.7
The Fifth Element,Adventure,7.3,6.3
The Fifth Element,Fantasy,7.3,6.3
The Fifth Element,Action,7.3,6.3
The Fifth Element,Thriller,7.3,6.3
The Fifth Element,Science Fiction,7.3,6.3
The Firm,Drama,6.6,6.2
The Firm,Mystery,6.6,6.2
The Firm,Thriller,6.6,6.2
The First Wives Club,Comedy,6.5,5.4
The Fisher King,Comedy,7.2,7
The Fisher King,Drama,7.2,7
The Flintstones,Fantasy,5,3.7
The Flintstones,Comedy,5,3.7
The Flintstones,Family,5,3.7
The Flintstones in Viva Rock Vegas,Science Fiction,4.4,4
The Flintstones in Viva Rock Vegas,Comedy,4.4,4
The Flintstones in Viva Rock Vegas,Family,4.4,4
The Flintstones in Viva Rock Vegas,Romance,4.4,4
The Fog,Horror,6.4,2.7
The Forbidden Kingdom,Action,6.3,6.1
The Forbidden Kingdom,Adventure,6.3,6.1
The Forbidden Kingdom,Fantasy,6.3,6.1
The Fountain,Drama,6.8,5.9
The Fountain,Adventure,6.8,5.9
The Fountain,Science Fiction,6.8,5.9
The Fountain,Romance,6.8,5.9
The Four Feathers,War,6.5,5.4
The Four Feathers,Adventure,6.5,5.4
The Four Feathers,Drama,6.5,5.4
The Four Feathers,Romance,6.5,5.4
The French Connection,Action,7.4,8.5
The French Connection,Crime,7.4,8.5
The French Connection,Thriller,7.4,8.5
The Fugitive,Adventure,7.2,7.6
The Fugitive,Action,7.2,7.6
The Fugitive,Thriller,7.2,7.6
The Fugitive,Crime,7.2,7.6
The Fugitive,Mystery,7.2,7.6
The Full Monty,Comedy,6.8,7.6
The Funeral,Crime,7.3,7
The Funeral,Drama,7.3,7
The Game,Drama,7.5,7.2
The Game,Thriller,7.5,7.2
The Game,Mystery,7.5,7.2
The Game Plan,Comedy,6,4.6
The Game Plan,Family,6,4.6
The General's Daughter,Crime,6.1,4.3
The General's Daughter,Drama,6.1,4.3
The General's Daughter,Mystery,6.1,4.3
The General's Daughter,Thriller,6.1,4.3
The Ghost and the Darkness,Adventure,6.4,5.5
The Gift,Thriller,6.7,5.9
The Gift,Mystery,6.7,5.9
The Girl Next Door,Comedy,6.3,5.6
The Glass House,Drama,5.4,4.2
The Glass House,Thriller,5.4,4.2
The Godfather,Drama,8.4,9
The Godfather,Crime,8.4,9
The Godfather: Part II,Drama,8.3,9.2
The Godfather: Part II,Crime,8.3,9.2
The Godfather: Part III,Crime,7.1,6.4
The Godfather: Part III,Drama,7.1,6.4
The Godfather: Part III,Thriller,7.1,6.4
The Golden Child,Action,5.6,3.9
The Golden Child,Adventure,5.6,3.9
The Golden Child,Comedy,5.6,3.9
The Golden Compass,Adventure,5.8,5.6
The Golden Compass,Fantasy,5.8,5.6
The Good German,War,5.9,5
The Good German,Crime,5.9,5
The Good German,Drama,5.9,5
The Good German,Mystery,5.9,5
The Good German,Romance,5.9,5
The Good German,Thriller,5.9,5
The Good Night,Comedy,5.7,4.8
The Good Night,Drama,5.7,4.8
The Good Night,Romance,5.7,4.8
The Good Night,Fantasy,5.7,4.8
The Good Night,Music,5.7,4.8
The Great Gatsby,Drama,7.3,4.8
The Great Gatsby,Romance,7.3,4.8
The Great Raid,Action,6.8,5.3
The Great Raid,History,6.8,5.3
The Great Raid,War,6.8,5.3
The Greatest Game Ever Played,Drama,6.9,6.2
The Greatest Game Ever Played,Family,6.9,6.2
The Greatest Story Ever Told,Drama,6.5,4.7
The Greatest Story Ever Told,History,6.5,4.7
The Green Mile,Fantasy,8.2,6.8
The Green Mile,Drama,8.2,6.8
The Green Mile,Crime,8.2,6.8
The Grudge,Horror,5.8,5.1
The Grudge,Mystery,5.8,5.1
The Grudge,Thriller,5.8,5.1
The Grudge 2,Horror,5.2,3.4
The Grudge 2,Thriller,5.2,3.4
The Happening,Thriller,4.9,4
The Happening,Science Fiction,4.9,4
The Haunted Mansion,Thriller,5.2,4.2
The Haunted Mansion,Fantasy,5.2,4.2
The Haunted Mansion,Comedy,5.2,4.2
The Haunted Mansion,Family,5.2,4.2
The Haunted Mansion,Mystery,5.2,4.2
The Haunting,Horror,5.2,3.7
The Haunting,Thriller,5.2,3.7
The Haunting,Fantasy,5.2,3.7
The Haunting,Mystery,5.2,3.7
The Hills Have Eyes,Horror,6.1,5.3
The Hills Have Eyes,Thriller,6.1,5.3
The History Boys,Comedy,6.6,6.4
The History Boys,Drama,6.6,6.4
The Horse Whisperer,Drama,6.7,6.9
The Horse Whisperer,Romance,6.7,6.9
The Hours,Drama,7,7.4
The House Bunny,Romance,5.6,5.1
The House Bunny,Comedy,5.6,5.1
The House of Mirth,Drama,6.4,6.9
The House of Mirth,Romance,6.4,6.9
The Howling,Drama,6.4,6.1
The Howling,Horror,6.4,6.1
The Hunchback of Notre Dame,Drama,6.8,8.3
The Hunchback of Notre Dame,Animation,6.8,8.3
The Hunchback of Notre Dame,Family,6.8,8.3
The Hunt for Red October,Action,7.2,7.8
The Hunt for Red October,Adventure,7.2,7.8
The Hunt for Red October,Thriller,7.2,7.8
The Hunted,Drama,6,4.7
The Hunted,Action,6,4.7
The Hunted,Thriller,6,4.7
The Hunted,Crime,6,4.7
The Hurricane,Drama,7.2,7
The Hustler,Drama,7.6,8.6
The Ice Storm,Drama,6.9,7.6
The Illusionist,Fantasy,7.1,6.9
The Illusionist,Drama,7.1,6.9
The Illusionist,Thriller,7.1,6.9
The Illusionist,Romance,7.1,6.9
The In Crowd,Thriller,4.7,2.7
The Incredible Hulk,Science Fiction,6.1,6.1
The Incredible Hulk,Action,6.1,6.1
The Incredible Hulk,Adventure,6.1,6.1
The Interpreter,Crime,6.2,6
The Interpreter,Thriller,6.2,6
The Invasion,Science Fiction,5.7,4.3
The Invasion,Thriller,5.7,4.3
The Iron Giant,Adventure,7.6,8
The Iron Giant,Animation,7.6,8
The Iron Giant,Family,7.6,8
The Iron Giant,Fantasy,7.6,8
The Iron Giant,Science Fiction,7.6,8
The Island,Action,6.5,5.4
The Island,Thriller,6.5,5.4
The Island,Science Fiction,6.5,5.4
The Island,Adventure,6.5,5.4
The Island of Dr. Moreau,Fantasy,4.6,4.3
The Island of Dr. Moreau,Horror,4.6,4.3
The Island of Dr. Moreau,Science Fiction,4.6,4.3
The Italian Job,Action,6.6,6.4
The Italian Job,Crime,6.6,6.4
The Jackal,Action,6.1,4.2
The Jackal,Thriller,6.1,4.2
The Jackal,Adventure,6.1,4.2
The Jackal,Crime,6.1,4.2
The Jacket,Drama,6.8,5.4
The Jacket,Mystery,6.8,5.4
The Jacket,Thriller,6.8,5.4
The Jacket,Fantasy,6.8,5.4
The Jungle Book,Family,6.7,7.3
The Jungle Book,Adventure,6.7,7.3
The Jungle Book,Drama,6.7,7.3
The Jungle Book,Fantasy,6.7,7.3
The Jungle Book 2,Family,5.6,4.4
The Jungle Book 2,Animation,5.6,4.4
The Jungle Book 2,Adventure,5.6,4.4
The Karate Kid,Drama,6.9,6.9
The Kingdom,Thriller,6.5,5.8
The Kingdom,Action,6.5,5.8
The Kingdom,Drama,6.5,5.8
The Kite Runner,Drama,7.3,6.4
The Ladies Man,Comedy,5.7,3.2
The Lake House,Romance,6.5,5
The Lake House,Drama,6.5,5
The Lake House,Mystery,6.5,5
The Land Before Time,Animation,7,5.9
The Land Before Time,Adventure,7,5.9
The Land Before Time,Family,7,5.9
The Last Castle,Action,7,5.6
The Last Castle,Drama,7,5.6
The Last Castle,Thriller,7,5.6
The Last Emperor,Drama,7.4,7.9
The Last Emperor,History,7.4,7.9
The Last House on the Left,Crime,6.2,4.9
The Last House on the Left,Thriller,6.2,4.9
The Last House on the Left,Horror,6.2,4.9
The Last House on the Left,Drama,6.2,4.9
The Last King of Scotland,Drama,7.4,7.3
The Last Legion,Action,5,4
The Last Legion,Adventure,5,4
The Last Legion,Fantasy,5,4
The Last Legion,War,5,4
The Last of the Mohicans,Action,7.1,8
The Last of the Mohicans,Adventure,7.1,8
The Last of the Mohicans,Drama,7.1,8
The Last of the Mohicans,History,7.1,8
The Last of the Mohicans,Romance,7.1,8
The Last of the Mohicans,War,7.1,8
The Last Samurai,Drama,7.3,6.4
The Last Samurai,Action,7.3,6.4
The Last Samurai,War,7.3,6.4
The Last Samurai,History,7.3,6.4
The Last Temptation of Christ,Drama,7,7.3
The Lawnmower Man,Horror,5.4,4.9
The Lawnmower Man,Thriller,5.4,4.9
The Lawnmower Man,Science Fiction,5.4,4.9
The League of Extraordinary Gentlemen,Fantasy,5.7,4
The League of Extraordinary Gentlemen,Action,5.7,4
The League of Extraordinary Gentlemen,Thriller,5.7,4
The League of Extraordinary Gentlemen,Science Fiction,5.7,4
The Legend of Bagger Vance,Fantasy,6.3,5.2
The Legend of Bagger Vance,Drama,6.3,5.2
The Legend of Zorro,Action,5.9,4.8
The Legend of Zorro,Adventure,5.9,4.8
The Life Aquatic with Steve Zissou,Adventure,7.1,6.3
The Life Aquatic with Steve Zissou,Comedy,7.1,6.3
The Life Aquatic with Steve Zissou,Drama,7.1,6.3
The Life of David Gale,Drama,7.3,4.2
The Life of David Gale,Thriller,7.3,4.2
The Life of David Gale,Crime,7.3,4.2
The Limey,Action,6.6,7.4
The Limey,Crime,6.6,7.4
The Limey,Drama,6.6,7.4
The Limey,Mystery,6.6,7.4
The Limey,Thriller,6.6,7.4
The Lion King,Family,8,8
The Lion King,Animation,8,8
The Lion King,Drama,8,8
The Little Vampire,Family,6.1,5.5
The Little Vampire,Horror,6.1,5.5
The Living Daylights,Action,6.2,6.1
The Living Daylights,Adventure,6.2,6.1
The Living Daylights,Thriller,6.2,6.1
The Lizzie McGuire Movie,Family,5.7,5.4
The Lizzie McGuire Movie,Comedy,5.7,5.4
The Long Kiss Goodnight,Crime,6.5,6.1
The Long Kiss Goodnight,Action,6.5,6.1
The Long Kiss Goodnight,Mystery,6.5,6.1
The Long Kiss Goodnight,Thriller,6.5,6.1
The Long Riders,Western,6.6,6.4
The Long Riders,History,6.6,6.4
The Longest Day,Action,7.2,7.5
The Longest Day,Drama,7.2,7.5
The Longest Day,History,7.2,7.5
The Longest Day,War,7.2,7.5
The Longest Yard,Comedy,6.2,4.8
The Longest Yard,Drama,6.2,4.8
The Lord of the Rings: The Fellowship of the Ring,Adventure,8,8.1
The Lord of the Rings: The Fellowship of the Ring,Fantasy,8,8.1
The Lord of the Rings: The Fellowship of the Ring,Action,8,8.1
The Lord of the Rings: The Return of the King,Adventure,8.1,8.6
The Lord of the Rings: The Return of the King,Fantasy,8.1,8.6
The Lord of the Rings: The Return of the King,Action,8.1,8.6
The Lord of the Rings: The Two Towers,Adventure,8,8.4
The Lord of the Rings: The Two Towers,Fantasy,8,8.4
The Lord of the Rings: The Two Towers,Action,8,8.4
The Lost Boys,Horror,6.8,6.3
The Lost Boys,Comedy,6.8,6.3
The Lost City,Drama,6,4.6
The Lost City,Romance,6,4.6
The Lost Weekend,Drama,7.4,8.2
The Lost World: Jurassic Park,Adventure,6.2,5.6
The Lost World: Jurassic Park,Action,6.2,5.6
The Lost World: Jurassic Park,Science Fiction,6.2,5.6
The Love Guru,Comedy,4.3,3.4
The Love Guru,Romance,4.3,3.4
